Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
85,tt0088583,2013-04-24,2013-04-24,,North and South,https://www.imdb.com/title/tt0088583/,tvMiniSeries,8.1,561,1985,"Drama, History, Romance, War",8691,1985-11-03,
86,tt0427042,2013-04-24,2013-04-24,,Casanova,https://www.imdb.com/title/tt0427042/,tvMiniSeries,7.9,174,2005,"Biography, Comedy, Drama, History, Romance",4426,2005-03-13,
87,tt0085037,2013-04-24,2013-04-24,,Jane Eyre,https://www.imdb.com/title/tt0085037/,tvMiniSeries,8.1,239,1983,Romance,2842,1983-10-09,
88,tt0409572,2013-04-24,2013-04-24,,Into the West,https://www.imdb.com/title/tt0409572/,tvMiniSeries,8.1,552,2005,"Adventure, Drama, History, Romance, Western",6102,2005-06-10,
89,tt0090490,2013-04-24,2013-04-24,,"North and South, Book II",https://www.imdb.com/title/tt0090490/,tvMiniSeries,8.1,570,1986,"Drama, History, Romance, War",4281,1986-05-04,
90,tt0324264,2013-04-24,2013-04-24,,Tipping the Velvet,https://www.imdb.com/title/tt0324264/,tvMiniSeries,7.9,177,2002,"Drama, Romance",6960,2002-10-09,
91,tt0108858,2013-04-24,2013-04-24,,Middlemarch,https://www.imdb.com/title/tt0108858/,tvMiniSeries,7.6,375,1994,"Drama, History, Romance",2015,1994-01-12,
92,tt0096540,2013-04-24,2013-04-24,,Bangkok Hilton,https://www.imdb.com/title/tt0096540/,tvMiniSeries,7.9,270,1989,"Drama, Thriller",4233,1989-11-05,
93,tt1186342,2013-04-24,2013-04-24,,Tess of the D'Urbervilles,https://www.imdb.com/title/tt1186342/,tvMiniSeries,7.7,240,2008,"Drama, Romance",5265,2008-09-14,
94,tt0246430,2013-04-24,2013-04-24,,Anne Frank: The Whole Story,https://www.imdb.com/title/tt0246430/,tvMiniSeries,8.0,180,2001,"Biography, Drama, War",4520,2001-05-20,
